Lat,Lon
6.661145,44.420945
6.66127,44.420941
6.661395,44.420937
6.661521,44.420933
6.661646,44.420929
6.661771,44.420925
6.661897,44.420921
6.662022,44.420917
6.662147,44.420913
6.662273,44.420909
6.662398,44.420905
6.662524,44.420901
6.662649,44.420897
6.662774,44.420893
6.6629,44.420889
6.663025,44.420885
6.66315,44.420881
6.663276,44.420877
6.663401,44.420873
6.663526,44.420869
6.663652,44.420865
6.663777,44.420861
6.663903,44.420857
6.664028,44.420852
6.664153,44.420848
6.664279,44.420844
6.664404,44.42084
6.664529,44.420836
6.627917,44.421917
6.628042,44.421913
6.628168,44.421909
6.628293,44.421905
6.628418,44.421901
6.628544,44.421897
6.628669,44.421893
6.628794,44.421889
6.62892,44.421885
6.629045,44.421881
6.629171,44.421877
6.629296,44.421873
6.629421,44.421869
6.629547,44.421865
6.629672,44.421861
6.629797,44.421857
6.629923,44.421853
6.630048,44.421849
6.630173,44.421845
6.630299,44.421841
6.630424,44.421837
6.63055,44.421833
6.630675,44.421829
6.6308,44.421825
6.630926,44.421821
6.631051,44.421817
6.631176,44.421813
6.631302,44.421809
6.631427,44.421805
6.631553,44.421801
6.631678,44.421797
6.631803,44.421793
6.631929,44.421789
6.632054,44.421785
6.632179,44.421781
6.632305,44.421777
6.63243,44.421773
6.632555,44.421769
6.632681,44.421765
6.632806,44.421761
6.632932,44.421757
6.633057,44.421753
6.633182,44.421749
6.633308,44.421745
6.633433,44.421741
6.633558,44.421737
6.633684,44.421733
6.633809,44.421729
6.633935,44.421725
6.63406,44.421721
6.634185,44.421717
6.634311,44.421713
6.634436,44.421709
6.634561,44.421705
6.634687,44.421701
6.634812,44.421697
6.634937,44.421693
6.635063,44.421689
6.635188,44.421685
6.635314,44.421681
6.635439,44.421677
6.635564,44.421673
6.63569,44.421669
6.635815,44.421665
6.63594,44.421661
6.636066,44.421657
6.636191,44.421653
6.636317,44.421649
6.636442,44.421645
6.636567,44.421641
6.636693,44.421637
6.636818,44.421633
6.636943,44.421629
6.637069,44.421625
6.637194,44.421621
6.637319,44.421617
6.637445,44.421613
6.63757,44.421609
6.637696,44.421605
6.637821,44.421601
6.637946,44.421597
6.638072,44.421593
6.638197,44.421589
6.638322,44.421585
6.638448,44.421581
6.638573,44.421577
6.638699,44.421573
6.638824,44.421569
6.638949,44.421565
6.639075,44.421561
6.6392,44.421557
6.639325,44.421553
6.639451,44.421549
6.639576,44.421545
6.639701,44.421541
6.639827,44.421537
6.639952,44.421533
6.640078,44.421529
6.640203,44.421525
6.640328,44.421521
6.640454,44.421517
6.640579,44.421513
6.640704,44.421509
6.64083,44.421505
6.640955,44.421501
6.641081,44.421497
6.641206,44.421493
6.641331,44.421489
6.641457,44.421485
6.641582,44.421481
6.641707,44.421477
6.641833,44.421473
6.641958,44.421469
6.642083,44.421465
6.642209,44.421461
6.642334,44.421457
6.64246,44.421453
6.642585,44.421449
6.64271,44.421445
6.642836,44.421441
6.642961,44.421437
6.643086,44.421433
6.643212,44.421429
6.643337,44.421425
6.643462,44.421421
6.643588,44.421417
6.643713,44.421413
6.643839,44.421409
6.643964,44.421405
6.644089,44.421401
6.644215,44.421397
6.64434,44.421393
6.644465,44.421389
6.644591,44.421385
6.644716,44.421381
6.644842,44.421377
6.644967,44.421373
6.645092,44.421369
6.645218,44.421365
6.645343,44.421361
6.645468,44.421357
6.645594,44.421353
6.645719,44.421349
6.645844,44.421345
6.64597,44.421341
6.646095,44.421337
6.646221,44.421333
6.646346,44.421329
6.646471,44.421325
6.646597,44.421321
6.646722,44.421317
6.646847,44.421313
6.646973,44.421309
6.647098,44.421305
6.647223,44.421301
6.647349,44.421297
6.647474,44.421293
6.6476,44.421289
6.647725,44.421285
6.64785,44.421281
6.647976,44.421277
6.648101,44.421273
6.648226,44.421269
6.648352,44.421265
6.648477,44.421261
6.648603,44.421257
6.648728,44.421253
6.648853,44.421249
6.648979,44.421245
6.649104,44.421241
6.649229,44.421237
6.649355,44.421233
6.64948,44.421229
6.649605,44.421225
6.649731,44.421221
6.649856,44.421217
6.649982,44.421213
6.650107,44.421209
6.650232,44.421205
6.650358,44.421201
6.650483,44.421197
6.650608,44.421193
6.650734,44.421189
6.650859,44.421185
6.650984,44.421181
6.65111,44.421177
6.651235,44.421173
6.651361,44.421169
6.651486,44.421165
6.651611,44.421161
6.651737,44.421157
6.651862,44.421153
6.651987,44.421149
6.652113,44.421145
6.652238,44.421141
6.652363,44.421137
6.652489,44.421133
6.652614,44.421129
6.65274,44.421125
6.652865,44.421121
6.65299,44.421116
6.653116,44.421112
6.653241,44.421108
6.653366,44.421104
6.653492,44.4211
6.653617,44.421096
6.653742,44.421092
6.653868,44.421088
6.653993,44.421084
6.654119,44.42108
6.654244,44.421076
6.654369,44.421072
6.654495,44.421068
6.65462,44.421064
6.654745,44.42106
6.654871,44.421056
6.654996,44.421052
6.655121,44.421048
6.655247,44.421044
6.655372,44.42104
6.655498,44.421036
6.655623,44.421032
6.655748,44.421028
6.655874,44.421024
6.655999,44.42102
6.656124,44.421016
6.65625,44.421012
6.656375,44.421008
6.6565,44.421004
6.656626,44.421
6.656751,44.420996
6.656877,44.420992
6.657002,44.420988
6.657127,44.420984
6.657253,44.42098
6.657378,44.420976
6.657503,44.420972
6.657629,44.420968
6.657754,44.420964
6.65788,44.42096
6.658005,44.420956
6.65813,44.420952
6.658256,44.420948
6.658381,44.420944
6.658506,44.42094
6.658632,44.420936
6.658757,44.420932
6.658882,44.420928
6.659008,44.420924
6.659133,44.42092
6.659258,44.420916
6.659384,44.420912
6.659509,44.420908
6.659635,44.420904
6.65976,44.420899
6.659885,44.420895
6.660011,44.420891
6.660136,44.420887
6.660261,44.420883
6.660387,44.420879
6.660512,44.420875
6.660637,44.420871
6.660763,44.420867
6.660888,44.420863
6.661014,44.420859
6.661139,44.420855
6.661264,44.420851
6.66139,44.420847
6.661515,44.420843
6.66164,44.420839
6.661766,44.420835
6.661891,44.420831
6.662016,44.420827
6.662142,44.420823
6.662267,44.420819
6.662393,44.420815
6.662518,44.420811
6.662643,44.420807
6.662769,44.420803
6.662894,44.420799
6.663019,44.420795
6.663145,44.420791
6.66327,44.420787
6.663395,44.420783
6.663521,44.420779
6.663646,44.420775
6.663772,44.420771
6.663897,44.420767
6.664022,44.420763
6.664148,44.420759
6.664273,44.420755
6.664398,44.420751
6.664524,44.420747
6.627911,44.421827
6.628037,44.421823
6.628162,44.421819
6.628287,44.421815
6.628413,44.421811
6.628538,44.421807
6.628663,44.421803
6.628789,44.421799
6.628914,44.421795
6.62904,44.421791
6.629165,44.421787
6.62929,44.421783
6.629416,44.421779
6.629541,44.421775
6.629666,44.421771
6.629792,44.421767
6.629917,44.421763
6.630043,44.421759
6.630168,44.421755
6.630293,44.421751
6.630419,44.421747
6.630544,44.421743
6.630669,44.421739
6.630795,44.421735
6.63092,44.421731
6.631045,44.421727
6.631171,44.421723
6.631296,44.421719
6.631422,44.421715
6.631547,44.421711
6.631672,44.421707
6.631798,44.421703
6.631923,44.421699
6.632048,44.421695
6.632174,44.421691
6.632299,44.421687
6.632425,44.421683
6.63255,44.421679
6.632675,44.421675
6.632801,44.421671
6.632926,44.421667
6.633051,44.421663
6.633177,44.421659
6.633302,44.421655
6.633427,44.421651
6.633553,44.421647
6.633678,44.421643
6.633804,44.421639
6.633929,44.421635
6.634054,44.421631
6.63418,44.421627
6.634305,44.421623
6.63443,44.421619
6.634556,44.421615
6.634681,44.421611
6.634807,44.421607
6.634932,44.421603
6.635057,44.421599
6.635183,44.421595
6.635308,44.421591
6.635433,44.421587
6.635559,44.421583
6.635684,44.421579
6.635809,44.421575
6.635935,44.421571
6.63606,44.421567
6.636186,44.421563
6.636311,44.421559
6.636436,44.421555
6.636562,44.421551
6.636687,44.421547
6.636812,44.421543
6.636938,44.421539
6.637063,44.421535
6.637189,44.421531
6.637314,44.421527
6.637439,44.421523
6.637565,44.421519
6.63769,44.421515
6.637815,44.421511
6.637941,44.421507
6.638066,44.421503
6.638191,44.421499
6.638317,44.421495
6.638442,44.421491
6.638568,44.421487
6.638693,44.421483
6.638818,44.421479
6.638944,44.421475
6.639069,44.421471
6.639194,44.421467
6.63932,44.421463
6.639445,44.421459
6.639571,44.421455
6.639696,44.421451
6.639821,44.421447
6.639947,44.421443
6.640072,44.421439
6.640197,44.421435
6.640323,44.421431
6.640448,44.421427
6.640573,44.421423
6.640699,44.421419
6.640824,44.421415
6.64095,44.421411
6.641075,44.421407
6.6412,44.421403
6.641326,44.421399
6.641451,44.421395
6.641576,44.421391
6.641702,44.421387
6.641827,44.421383
6.641953,44.421379
6.642078,44.421375
6.642203,44.421371
6.642329,44.421367
6.642454,44.421363
6.642579,44.421359
6.642705,44.421355
6.64283,44.421351
6.642955,44.421347
6.643081,44.421343
6.643206,44.421339
6.643332,44.421335
6.643457,44.421331
6.643582,44.421327
6.643708,44.421323
6.643833,44.421319
6.643958,44.421315
6.644084,44.421311
6.644209,44.421307
6.644334,44.421303
6.64446,44.421299
6.644585,44.421295
6.644711,44.421291
6.644836,44.421287
6.644961,44.421283
6.645087,44.421279
6.645212,44.421275
6.645337,44.421271
6.645463,44.421267
6.645588,44.421263
6.645714,44.421259
6.645839,44.421255
6.645964,44.421251
6.64609,44.421247
6.646215,44.421243
6.64634,44.421239
6.646466,44.421235
6.646591,44.421231
6.646716,44.421227
6.646842,44.421223
6.646967,44.421219
6.647093,44.421215
6.647218,44.421211
6.647343,44.421207
6.647469,44.421203
6.647594,44.421199
6.647719,44.421195
6.647845,44.421191
6.64797,44.421187
6.648095,44.421183
6.648221,44.421179
6.648346,44.421175
6.648472,44.421171
6.648597,44.421167
6.648722,44.421163
6.648848,44.421159
6.648973,44.421155
6.649098,44.421151
6.649224,44.421147
6.649349,44.421143
6.649474,44.421139
6.6496,44.421135
6.649725,44.421131
6.649851,44.421127
6.649976,44.421123
6.650101,44.421119
6.650227,44.421115
6.650352,44.421111
6.650477,44.421107
6.650603,44.421103
6.650728,44.421099
6.650853,44.421095
6.650979,44.421091
6.651104,44.421087
6.65123,44.421083
6.651355,44.421079
6.65148,44.421075
6.651606,44.421071
6.651731,44.421067
6.651856,44.421063
6.651982,44.421059
6.652107,44.421055
6.652233,44.421051
6.652358,44.421047
6.652483,44.421043
6.652609,44.421039
6.652734,44.421035
6.652859,44.421031
6.652985,44.421027
6.65311,44.421023
6.653235,44.421019
6.653361,44.421015
6.653486,44.421011
6.653612,44.421007
6.653737,44.421003
6.653862,44.420999
6.653988,44.420995
6.654113,44.420991
6.654238,44.420986
6.654364,44.420982
6.654489,44.420978
6.654614,44.420974
6.65474,44.42097
6.654865,44.420966
6.654991,44.420962
6.655116,44.420958
6.655241,44.420954
6.655367,44.42095
6.655492,44.420946
6.655617,44.420942
6.655743,44.420938
6.655868,44.420934
6.655993,44.42093
6.656119,44.420926
6.656244,44.420922
6.65637,44.420918
6.656495,44.420914
6.65662,44.42091
6.656746,44.420906
6.656871,44.420902
6.656996,44.420898
6.657122,44.420894
6.657247,44.42089
6.657372,44.420886
6.657498,44.420882
6.657623,44.420878
6.657749,44.420874
6.657874,44.42087
6.657999,44.420866
6.658125,44.420862
6.65825,44.420858
6.658375,44.420854
6.658501,44.42085
6.658626,44.420846
6.658751,44.420842
6.658877,44.420838
6.659002,44.420834
6.659128,44.42083
6.659253,44.420826
6.659378,44.420822
6.659504,44.420818
6.659629,44.420814
6.659754,44.42081
6.65988,44.420806
6.660005,44.420802
6.66013,44.420798
6.660256,44.420794
6.660381,44.42079
6.660507,44.420786
6.660632,44.420781
6.660757,44.420777
6.660883,44.420773
6.661008,44.420769
6.661133,44.420765
6.661259,44.420761
6.661384,44.420757
6.661509,44.420753
6.661635,44.420749
6.66176,44.420745
6.661886,44.420741
6.662011,44.420737
6.662136,44.420733
6.662262,44.420729
6.662387,44.420725
6.662512,44.420721
6.662638,44.420717
6.662763,44.420713
6.662888,44.420709
6.663014,44.420705
6.663139,44.420701
6.663265,44.420697
6.66339,44.420693
6.663515,44.420689
6.663641,44.420685
6.663766,44.420681
6.663891,44.420677
6.664017,44.420673
6.664142,44.420669
6.664267,44.420665
6.664393,44.420661
6.664518,44.420657
6.627906,44.421737
6.628031,44.421733
6.628156,44.421729
6.628282,44.421725
6.628407,44.421721
6.628533,44.421717
6.628658,44.421713
6.628783,44.421709
6.628909,44.421705
6.629034,44.421701
6.629159,44.421697
6.629285,44.421693
6.62941,44.421689
6.629535,44.421685
6.629661,44.421681
6.629786,44.421677
6.629912,44.421673
6.630037,44.421669
6.630162,44.421665
6.630288,44.421661
6.630413,44.421657
6.630538,44.421653
6.630664,44.421649
6.630789,44.421645
6.630915,44.421641
6.63104,44.421637
6.631165,44.421633
6.631291,44.421629
6.631416,44.421625
6.631541,44.421621
6.631667,44.421617
6.631792,44.421613
6.631918,44.421609
6.632043,44.421605
6.632168,44.421601
6.632294,44.421597
6.632419,44.421593
6.632544,44.421589
6.63267,44.421585
6.632795,44.421581
6.63292,44.421577
6.633046,44.421573
6.633171,44.421569
6.633297,44.421565
6.633422,44.421561
6.633547,44.421557
6.633673,44.421553
6.633798,44.421549
6.633923,44.421545
6.634049,44.421541
6.634174,44.421537
6.6343,44.421533
6.634425,44.421529
6.63455,44.421525
6.634676,44.421521
6.634801,44.421517
6.634926,44.421514
6.635052,44.42151
6.635177,44.421506
6.635302,44.421502
6.635428,44.421498
6.635553,44.421494
6.635679,44.42149
6.635804,44.421486
6.635929,44.421482
6.636055,44.421478
6.63618,44.421474
6.636305,44.42147
6.636431,44.421466
6.636556,44.421462
6.636681,44.421458
6.636807,44.421454
6.636932,44.42145
6.637058,44.421446
6.637183,44.421442
6.637308,44.421438
6.637434,44.421434
6.637559,44.42143
6.637684,44.421426
6.63781,44.421422
6.637935,44.421418
6.638061,44.421414
6.638186,44.42141
6.638311,44.421406
6.638437,44.421402
6.638562,44.421398
6.638687,44.421394
6.638813,44.42139
6.638938,44.421386
6.639063,44.421382
6.639189,44.421378
6.639314,44.421374
6.63944,44.42137
6.639565,44.421366
6.63969,44.421362
6.639816,44.421358
6.639941,44.421354
6.640066,44.42135
6.640192,44.421346
6.640317,44.421342
6.640443,44.421338
6.640568,44.421334
6.640693,44.42133
6.640819,44.421326
6.640944,44.421322
6.641069,44.421318
6.641195,44.421314
6.64132,44.42131
6.641445,44.421306
6.641571,44.421302
6.641696,44.421298
6.641822,44.421294
6.641947,44.42129
6.642072,44.421286
6.642198,44.421282
6.642323,44.421278
6.642448,44.421274
6.642574,44.42127
6.642699,44.421266
6.642824,44.421262
6.64295,44.421258
6.643075,44.421254
6.643201,44.42125
6.643326,44.421246
6.643451,44.421242
6.643577,44.421238
6.643702,44.421234
6.643827,44.42123
6.643953,44.421226
6.644078,44.421222
6.644204,44.421217
6.644329,44.421213
6.644454,44.421209
6.64458,44.421205
6.644705,44.421201
6.64483,44.421197
6.644956,44.421193
6.645081,44.421189
6.645206,44.421185
6.645332,44.421181
6.645457,44.421177
6.645583,44.421173
6.645708,44.421169
6.645833,44.421165
6.645959,44.421161
6.646084,44.421157
6.646209,44.421153
6.646335,44.421149
6.64646,44.421145
6.646585,44.421141
6.646711,44.421137
6.646836,44.421133
6.646962,44.421129
6.647087,44.421125
6.647212,44.421121
6.647338,44.421117
6.647463,44.421113
6.647588,44.421109
6.647714,44.421105
6.647839,44.421101
6.647964,44.421097
6.64809,44.421093
6.648215,44.421089
6.648341,44.421085
6.648466,44.421081
6.648591,44.421077
6.648717,44.421073
6.648842,44.421069
6.648967,44.421065
6.649093,44.421061
6.649218,44.421057
6.649344,44.421053
6.649469,44.421049
6.649594,44.421045
6.64972,44.421041
6.649845,44.421037
6.64997,44.421033
6.650096,44.421029
6.650221,44.421025
6.650346,44.421021
6.650472,44.421017
6.650597,44.421013
6.650723,44.421009
6.650848,44.421005
6.650973,44.421001
6.651099,44.420997
6.651224,44.420993
6.651349,44.420989
6.651475,44.420985
6.6516,44.420981
6.651725,44.420977
6.651851,44.420973
6.651976,44.420969
6.652102,44.420965
6.652227,44.420961
6.652352,44.420957
6.652478,44.420953
6.652603,44.420949
6.652728,44.420945
6.652854,44.420941
6.652979,44.420937
6.653104,44.420933
6.65323,44.420929
6.653355,44.420925
6.653481,44.420921
6.653606,44.420917
6.653731,44.420913
6.653857,44.420909
6.653982,44.420905
6.654107,44.420901
6.654233,44.420897
6.654358,44.420893
6.654483,44.420889
6.654609,44.420885
6.654734,44.420881
6.65486,44.420877
6.654985,44.420873
6.65511,44.420869
6.655236,44.420865
6.655361,44.42086
6.655486,44.420856
6.655612,44.420852
6.655737,44.420848
6.655862,44.420844
6.655988,44.42084
6.656113,44.420836
6.656239,44.420832
6.656364,44.420828
6.656489,44.420824
6.656615,44.42082
6.65674,44.420816
6.656865,44.420812
6.656991,44.420808
6.657116,44.420804
6.657241,44.4208
6.657367,44.420796
6.657492,44.420792
6.657618,44.420788
6.657743,44.420784
6.657868,44.42078
6.657994,44.420776
6.658119,44.420772
6.658244,44.420768
6.65837,44.420764
6.658495,44.42076
6.65862,44.420756
6.658746,44.420752
6.658871,44.420748
6.658997,44.420744
6.659122,44.42074
6.659247,44.420736
6.659373,44.420732
6.659498,44.420728
6.659623,44.420724
6.659749,44.42072
6.659874,44.420716
6.659999,44.420712
6.660125,44.420708
6.66025,44.420704
6.660376,44.4207
6.660501,44.420696
6.660626,44.420692
6.660752,44.420688
6.660877,44.420684
6.661002,44.42068
6.661128,44.420676
6.661253,44.420672
6.661378,44.420667
6.661504,44.420663
6.661629,44.420659
6.661755,44.420655
6.66188,44.420651
6.662005,44.420647
6.662131,44.420643
6.662256,44.420639
6.662381,44.420635
6.662507,44.420631
6.662632,44.420627
6.662757,44.420623
6.662883,44.420619
6.663008,44.420615
6.663134,44.420611
6.663259,44.420607
6.663384,44.420603
6.66351,44.420599
6.663635,44.420595
6.66376,44.420591
6.663886,44.420587
6.664011,44.420583
6.664136,44.420579
6.664262,44.420575
6.664387,44.420571
6.664513,44.420567
6.6279,44.421647
6.628025,44.421643
6.628151,44.421639
6.628276,44.421635
6.628402,44.421631
6.628527,44.421627
6.628652,44.421623
6.628778,44.421619
6.628903,44.421615
6.629028,44.421611
6.629154,44.421607
6.629279,44.421603
6.629405,44.421599
6.62953,44.421595
6.629655,44.421591
6.629781,44.421587
6.629906,44.421583
6.630031,44.421579
6.630157,44.421575
6.630282,44.421571
6.630408,44.421567
6.630533,44.421563
6.630658,44.421559
6.630784,44.421555
6.630909,44.421551
6.631034,44.421547
6.63116,44.421543
6.631285,44.421539
6.63141,44.421535
6.631536,44.421531
6.631661,44.421527
6.631787,44.421523
6.631912,44.421519
6.632037,44.421516
6.632163,44.421512
6.632288,44.421508
6.632413,44.421504
6.632539,44.4215
6.632664,44.421496
6.63279,44.421492
6.632915,44.421488
6.63304,44.421484
6.633166,44.42148
6.633291,44.421476
6.633416,44.421472
6.633542,44.421468
6.633667,44.421464
6.633792,44.42146
6.633918,44.421456
6.634043,44.421452
6.634169,44.421448
6.634294,44.421444
6.634419,44.42144
6.634545,44.421436
6.63467,44.421432
6.634795,44.421428
6.634921,44.421424
6.635046,44.42142
6.635172,44.421416
6.635297,44.421412
6.635422,44.421408
6.635548,44.421404
6.635673,44.4214
6.635798,44.421396
6.635924,44.421392
6.636049,44.421388
6.636174,44.421384
6.6363,44.42138
6.636425,44.421376
6.636551,44.421372
6.636676,44.421368
6.636801,44.421364
6.636927,44.42136
6.637052,44.421356
6.637177,44.421352
6.637303,44.421348
6.637428,44.421344
6.637553,44.42134
6.637679,44.421336
6.637804,44.421332
6.63793,44.421328
6.638055,44.421324
6.63818,44.42132
6.638306,44.421316
6.638431,44.421312
6.638556,44.421308
6.638682,44.421304
6.638807,44.4213
6.638933,44.421296
6.639058,44.421292
6.639183,44.421288
6.639309,44.421284
6.639434,44.42128
6.639559,44.421276
6.639685,44.421272
6.63981,44.421268
6.639935,44.421264
6.640061,44.42126
6.640186,44.421256
6.640312,44.421252
6.640437,44.421248
6.640562,44.421244
6.640688,44.42124
6.640813,44.421236
6.640938,44.421232
6.641064,44.421228
6.641189,44.421224
6.641315,44.42122
6.64144,44.421216
6.641565,44.421212
6.641691,44.421208
6.641816,44.421204
6.641941,44.4212
6.642067,44.421196
6.642192,44.421192
6.642317,44.421188
6.642443,44.421184
6.642568,44.42118
6.642694,44.421176
6.642819,44.421172
6.642944,44.421168
6.64307,44.421164
6.643195,44.42116
6.64332,44.421156
6.643446,44.421152
6.643571,44.421148
6.643696,44.421144
6.643822,44.42114
6.643947,44.421136
6.644073,44.421132
6.644198,44.421128
6.644323,44.421124
6.644449,44.42112
6.644574,44.421116
6.644699,44.421112
6.644825,44.421108
6.64495,44.421104
6.645075,44.4211
6.645201,44.421096
6.645326,44.421092
6.645452,44.421088
6.645577,44.421084
6.645702,44.42108
6.645828,44.421076
6.645953,44.421072
6.646078,44.421068
6.646204,44.421064
6.646329,44.42106
6.646455,44.421056
6.64658,44.421052
6.646705,44.421048
6.646831,44.421044
6.646956,44.42104
6.647081,44.421035
6.647207,44.421031
6.647332,44.421027
6.647457,44.421023
6.647583,44.421019
6.647708,44.421015
6.647834,44.421011
6.647959,44.421007
6.648084,44.421003
6.64821,44.420999
6.648335,44.420995
6.64846,44.420991
6.648586,44.420987
6.648711,44.420983
6.648836,44.420979
6.648962,44.420975
6.649087,44.420971
6.649213,44.420967
6.649338,44.420963
6.649463,44.420959
6.649589,44.420955
6.649714,44.420951
6.649839,44.420947
6.649965,44.420943
6.65009,44.420939
6.650215,44.420935
6.650341,44.420931
6.650466,44.420927
6.650592,44.420923
6.650717,44.420919
6.650842,44.420915
6.650968,44.420911
6.651093,44.420907
6.651218,44.420903
6.651344,44.420899
6.651469,44.420895
6.651594,44.420891
6.65172,44.420887
6.651845,44.420883
6.651971,44.420879
6.652096,44.420875
6.652221,44.420871
6.652347,44.420867
6.652472,44.420863
6.652597,44.420859
6.652723,44.420855
6.652848,44.420851
6.652973,44.420847
6.653099,44.420843
6.653224,44.420839
6.65335,44.420835
6.653475,44.420831
6.6536,44.420827
6.653726,44.420823
6.653851,44.420819
6.653976,44.420815
6.654102,44.420811
6.654227,44.420807
6.654352,44.420803
6.654478,44.420799
6.654603,44.420795
6.654729,44.420791
6.654854,44.420787
6.654979,44.420783
6.655105,44.420779
6.65523,44.420775
6.655355,44.420771
6.655481,44.420767
6.655606,44.420763
6.655731,44.420759
6.655857,44.420755
6.655982,44.420751
6.656108,44.420747
