Lat,Lon
6.64505,44.41867
6.645175,44.418666
6.645301,44.418662
6.645426,44.418658
6.645551,44.418654
6.645677,44.41865
6.645802,44.418646
6.645927,44.418642
6.646053,44.418638
6.646178,44.418634
6.646304,44.41863
6.646429,44.418626
6.646554,44.418622
6.64668,44.418618
6.646805,44.418614
6.64693,44.41861
6.647056,44.418606
6.647181,44.418602
6.647306,44.418598
6.647432,44.418594
6.647557,44.41859
6.647683,44.418586
6.647808,44.418582
6.647933,44.418578
6.648059,44.418574
6.648184,44.41857
6.648309,44.418566
6.648435,44.418562
6.64856,44.418558
6.648685,44.418554
6.648811,44.41855
6.648936,44.418546
6.649061,44.418542
6.649187,44.418537
6.649312,44.418533
6.649438,44.418529
6.649563,44.418525
6.649688,44.418521
6.649814,44.418517
6.649939,44.418513
6.650064,44.418509
6.65019,44.418505
6.650315,44.418501
6.65044,44.418497
6.650566,44.418493
6.650691,44.418489
6.650816,44.418485
6.650942,44.418481
6.651067,44.418477
6.651193,44.418473
6.651318,44.418469
6.651443,44.418465
6.651569,44.418461
6.651694,44.418457
6.651819,44.418453
6.651945,44.418449
6.65207,44.418445
6.652195,44.418441
6.652321,44.418437
6.652446,44.418433
6.652572,44.418429
6.652697,44.418425
6.652822,44.418421
6.652948,44.418417
6.653073,44.418413
6.653198,44.418409
6.653324,44.418405
6.653449,44.418401
6.653574,44.418397
6.6537,44.418393
6.653825,44.418389
6.65395,44.418385
6.654076,44.418381
6.654201,44.418377
6.654327,44.418373
6.654452,44.418369
6.654577,44.418365
6.654703,44.418361
6.654828,44.418357
6.654953,44.418353
6.655079,44.418349
6.655204,44.418345
6.655329,44.418341
6.655455,44.418337
6.65558,44.418333
6.655705,44.418329
6.655831,44.418325
6.655956,44.418321
6.656082,44.418317
6.656207,44.418313
6.656332,44.418309
6.656458,44.418305
6.656583,44.418301
6.656708,44.418297
6.656834,44.418293
6.656959,44.418289
6.657084,44.418285
6.65721,44.418281
6.657335,44.418277
6.657461,44.418273
6.657586,44.418268
6.657711,44.418264
6.657837,44.41826
6.657962,44.418256
6.658087,44.418252
6.658213,44.418248
6.658338,44.418244
6.658463,44.41824
6.658589,44.418236
6.658714,44.418232
6.658839,44.418228
6.658965,44.418224
6.65909,44.41822
6.659216,44.418216
6.659341,44.418212
6.659466,44.418208
6.659592,44.418204
6.659717,44.4182
6.659842,44.418196
6.659968,44.418192
6.660093,44.418188
6.660218,44.418184
6.660344,44.41818
6.660469,44.418176
6.660594,44.418172
6.66072,44.418168
6.660845,44.418164
6.660971,44.41816
6.661096,44.418156
6.661221,44.418152
6.661347,44.418148
6.661472,44.418144
6.661597,44.41814
6.661723,44.418136
6.661848,44.418132
6.661973,44.418128
6.662099,44.418124
6.662224,44.41812
6.662349,44.418116
6.662475,44.418112
6.6626,44.418108
6.662726,44.418104
6.662851,44.4181
6.662976,44.418096
6.663102,44.418091
6.663227,44.418087
6.663352,44.418083
6.663478,44.418079
6.663603,44.418075
6.663728,44.418071
6.663854,44.418067
6.663979,44.418063
6.664104,44.418059
6.66423,44.418055
6.664355,44.418051
6.627744,44.419131
6.62787,44.419127
6.627995,44.419123
6.62812,44.419119
6.628246,44.419115
6.628371,44.419111
6.628497,44.419107
6.628622,44.419104
6.628747,44.4191
6.628873,44.419096
6.628998,44.419092
6.629123,44.419088
6.629249,44.419084
6.629374,44.41908
6.629499,44.419076
6.629625,44.419072
6.62975,44.419068
6.629876,44.419064
6.630001,44.41906
6.630126,44.419056
6.630252,44.419052
6.630377,44.419048
6.630502,44.419044
6.630628,44.41904
6.630753,44.419036
6.630878,44.419032
6.631004,44.419028
6.631129,44.419024
6.631255,44.41902
6.63138,44.419016
6.631505,44.419012
6.631631,44.419008
6.631756,44.419004
6.631881,44.419
6.632007,44.418996
6.632132,44.418992
6.632257,44.418988
6.632383,44.418984
6.632508,44.41898
6.632634,44.418976
6.632759,44.418972
6.632884,44.418968
6.63301,44.418964
6.633135,44.41896
6.63326,44.418956
6.633386,44.418952
6.633511,44.418948
6.633636,44.418944
6.633762,44.41894
6.633887,44.418936
6.634013,44.418932
6.634138,44.418928
6.634263,44.418924
6.634389,44.41892
6.634514,44.418916
6.634639,44.418912
6.634765,44.418908
6.63489,44.418904
6.635015,44.4189
6.635141,44.418896
6.635266,44.418892
6.635392,44.418888
6.635517,44.418884
6.635642,44.41888
6.635768,44.418876
6.635893,44.418872
6.636018,44.418868
6.636144,44.418864
6.636269,44.41886
6.636394,44.418856
6.63652,44.418852
6.636645,44.418848
6.63677,44.418844
6.636896,44.41884
6.637021,44.418836
6.637147,44.418832
6.637272,44.418828
6.637397,44.418824
6.637523,44.41882
6.637648,44.418816
6.637773,44.418812
6.637899,44.418808
6.638024,44.418804
6.638149,44.4188
6.638275,44.418796
6.6384,44.418792
6.638526,44.418788
6.638651,44.418784
6.638776,44.41878
6.638902,44.418776
6.639027,44.418772
6.639152,44.418768
6.639278,44.418764
6.639403,44.41876
6.639528,44.418756
6.639654,44.418752
6.639779,44.418748
6.639905,44.418744
6.64003,44.41874
6.640155,44.418736
6.640281,44.418732
6.640406,44.418728
6.640531,44.418724
6.640657,44.41872
6.640782,44.418716
6.640907,44.418712
6.641033,44.418708
6.641158,44.418704
6.641284,44.4187
6.641409,44.418696
6.641534,44.418692
6.64166,44.418688
6.641785,44.418684
6.64191,44.41868
6.642036,44.418676
6.642161,44.418672
6.642286,44.418668
6.642412,44.418664
6.642537,44.41866
6.642662,44.418656
6.642788,44.418652
6.642913,44.418648
6.643039,44.418644
6.643164,44.41864
6.643289,44.418636
6.643415,44.418632
6.64354,44.418628
6.643665,44.418624
6.643791,44.41862
6.643916,44.418616
6.644041,44.418612
6.644167,44.418608
6.644292,44.418604
6.644418,44.4186
6.644543,44.418596
6.644668,44.418592
6.644794,44.418588
6.644919,44.418584
6.645044,44.41858
6.64517,44.418576
6.645295,44.418572
6.64542,44.418568
6.645546,44.418564
6.645671,44.41856
6.645797,44.418556
6.645922,44.418552
6.646047,44.418548
6.646173,44.418544
6.646298,44.41854
6.646423,44.418536
6.646549,44.418532
6.646674,44.418528
6.646799,44.418524
6.646925,44.41852
6.64705,44.418516
6.647175,44.418512
6.647301,44.418508
6.647426,44.418504
6.647552,44.4185
6.647677,44.418496
6.647802,44.418492
6.647928,44.418488
6.648053,44.418484
6.648178,44.41848
6.648304,44.418476
6.648429,44.418472
6.648554,44.418468
6.64868,44.418464
6.648805,44.41846
6.648931,44.418456
6.649056,44.418452
6.649181,44.418448
6.649307,44.418444
6.649432,44.41844
6.649557,44.418436
6.649683,44.418432
6.649808,44.418428
6.649933,44.418424
6.650059,44.41842
6.650184,44.418416
6.650309,44.418412
6.650435,44.418408
6.65056,44.418404
6.650686,44.4184
6.650811,44.418395
6.650936,44.418391
6.651062,44.418387
6.651187,44.418383
6.651312,44.418379
6.651438,44.418375
6.651563,44.418371
6.651688,44.418367
6.651814,44.418363
6.651939,44.418359
6.652064,44.418355
6.65219,44.418351
6.652315,44.418347
6.652441,44.418343
6.652566,44.418339
6.652691,44.418335
6.652817,44.418331
6.652942,44.418327
6.653067,44.418323
6.653193,44.418319
6.653318,44.418315
6.653443,44.418311
6.653569,44.418307
6.653694,44.418303
6.65382,44.418299
6.653945,44.418295
6.65407,44.418291
6.654196,44.418287
6.654321,44.418283
6.654446,44.418279
6.654572,44.418275
6.654697,44.418271
6.654822,44.418267
6.654948,44.418263
6.655073,44.418259
6.655198,44.418255
6.655324,44.418251
6.655449,44.418247
6.655575,44.418243
6.6557,44.418239
6.655825,44.418235
6.655951,44.418231
6.656076,44.418227
6.656201,44.418223
6.656327,44.418219
6.656452,44.418215
6.656577,44.418211
6.656703,44.418207
6.656828,44.418203
6.656953,44.418199
6.657079,44.418195
6.657204,44.418191
6.65733,44.418187
6.657455,44.418183
6.65758,44.418179
6.657706,44.418175
6.657831,44.418171
6.657956,44.418167
6.658082,44.418163
6.658207,44.418159
6.658332,44.418155
6.658458,44.41815
6.658583,44.418146
6.658708,44.418142
6.658834,44.418138
6.658959,44.418134
6.659085,44.41813
6.65921,44.418126
6.659335,44.418122
6.659461,44.418118
6.659586,44.418114
6.659711,44.41811
6.659837,44.418106
6.659962,44.418102
6.660087,44.418098
6.660213,44.418094
6.660338,44.41809
6.660463,44.418086
6.660589,44.418082
6.660714,44.418078
6.66084,44.418074
6.660965,44.41807
6.66109,44.418066
6.661216,44.418062
6.661341,44.418058
6.661466,44.418054
6.661592,44.41805
6.661717,44.418046
6.661842,44.418042
6.661968,44.418038
6.662093,44.418034
6.662218,44.41803
6.662344,44.418026
6.662469,44.418022
6.662595,44.418018
6.66272,44.418014
6.662845,44.41801
6.662971,44.418006
6.663096,44.418002
6.663221,44.417998
6.663347,44.417994
6.663472,44.41799
6.663597,44.417986
6.663723,44.417982
6.663848,44.417977
6.663973,44.417973
6.664099,44.417969
6.664224,44.417965
6.66435,44.417961
6.627739,44.419042
6.627864,44.419038
6.62799,44.419034
6.628115,44.41903
6.62824,44.419026
6.628366,44.419022
6.628491,44.419018
6.628616,44.419014
6.628742,44.41901
6.628867,44.419006
6.628992,44.419002
6.629118,44.418998
6.629243,44.418994
6.629369,44.41899
6.629494,44.418986
6.629619,44.418982
6.629745,44.418978
6.62987,44.418974
6.629995,44.41897
6.630121,44.418966
6.630246,44.418962
6.630371,44.418958
6.630497,44.418954
6.630622,44.41895
6.630748,44.418946
6.630873,44.418942
6.630998,44.418938
6.631124,44.418934
6.631249,44.41893
6.631374,44.418926
6.6315,44.418922
6.631625,44.418918
6.63175,44.418914
6.631876,44.41891
6.632001,44.418906
6.632127,44.418902
6.632252,44.418898
6.632377,44.418894
6.632503,44.41889
6.632628,44.418886
6.632753,44.418882
6.632879,44.418878
6.633004,44.418874
6.633129,44.41887
6.633255,44.418866
6.63338,44.418862
6.633505,44.418858
6.633631,44.418854
6.633756,44.41885
6.633882,44.418846
6.634007,44.418842
6.634132,44.418838
6.634258,44.418834
6.634383,44.41883
6.634508,44.418826
6.634634,44.418822
6.634759,44.418818
6.634884,44.418814
6.63501,44.41881
6.635135,44.418806
6.635261,44.418802
6.635386,44.418798
6.635511,44.418794
6.635637,44.41879
6.635762,44.418786
6.635887,44.418782
6.636013,44.418778
6.636138,44.418774
6.636263,44.41877
6.636389,44.418766
6.636514,44.418762
6.63664,44.418758
6.636765,44.418754
6.63689,44.41875
6.637016,44.418746
6.637141,44.418742
6.637266,44.418738
6.637392,44.418734
6.637517,44.41873
6.637642,44.418726
6.637768,44.418722
6.637893,44.418718
6.638019,44.418714
6.638144,44.41871
6.638269,44.418706
6.638395,44.418702
6.63852,44.418698
6.638645,44.418694
6.638771,44.41869
6.638896,44.418686
6.639021,44.418682
6.639147,44.418678
6.639272,44.418674
6.639398,44.41867
6.639523,44.418666
6.639648,44.418662
6.639774,44.418658
6.639899,44.418654
6.640024,44.41865
6.64015,44.418646
6.640275,44.418642
6.6404,44.418638
6.640526,44.418634
6.640651,44.41863
6.640776,44.418626
6.640902,44.418622
6.641027,44.418618
6.641153,44.418614
6.641278,44.41861
6.641403,44.418606
6.641529,44.418602
6.641654,44.418598
6.641779,44.418594
6.641905,44.41859
6.64203,44.418586
6.642155,44.418582
6.642281,44.418578
6.642406,44.418574
6.642532,44.41857
6.642657,44.418566
6.642782,44.418562
6.642908,44.418558
6.643033,44.418554
6.643158,44.41855
6.643284,44.418546
6.643409,44.418542
6.643534,44.418538
6.64366,44.418534
6.643785,44.41853
6.643911,44.418526
6.644036,44.418522
6.644161,44.418518
6.644287,44.418514
6.644412,44.41851
6.644537,44.418506
6.644663,44.418502
6.644788,44.418498
6.644913,44.418494
6.645039,44.41849
6.645164,44.418486
6.645289,44.418482
6.645415,44.418478
6.64554,44.418474
6.645666,44.41847
6.645791,44.418466
6.645916,44.418462
6.646042,44.418458
6.646167,44.418454
6.646292,44.41845
6.646418,44.418446
6.646543,44.418442
6.646668,44.418438
6.646794,44.418434
6.646919,44.41843
6.647045,44.418426
6.64717,44.418422
6.647295,44.418418
6.647421,44.418414
6.647546,44.41841
6.647671,44.418406
6.647797,44.418402
6.647922,44.418398
6.648047,44.418394
6.648173,44.41839
6.648298,44.418386
6.648423,44.418382
6.648549,44.418378
6.648674,44.418374
6.6488,44.41837
6.648925,44.418366
6.64905,44.418362
6.649176,44.418358
6.649301,44.418354
6.649426,44.41835
6.649552,44.418346
6.649677,44.418342
6.649802,44.418338
6.649928,44.418334
6.650053,44.41833
6.650179,44.418326
6.650304,44.418322
6.650429,44.418318
6.650555,44.418314
6.65068,44.41831
6.650805,44.418306
6.650931,44.418302
6.651056,44.418298
6.651181,44.418294
6.651307,44.41829
6.651432,44.418286
6.651557,44.418282
6.651683,44.418278
6.651808,44.418274
6.651934,44.41827
6.652059,44.418266
6.652184,44.418262
6.65231,44.418257
6.652435,44.418253
6.65256,44.418249
6.652686,44.418245
6.652811,44.418241
6.652936,44.418237
6.653062,44.418233
6.653187,44.418229
6.653312,44.418225
6.653438,44.418221
6.653563,44.418217
6.653689,44.418213
6.653814,44.418209
6.653939,44.418205
6.654065,44.418201
6.65419,44.418197
6.654315,44.418193
6.654441,44.418189
6.654566,44.418185
6.654691,44.418181
6.654817,44.418177
6.654942,44.418173
6.655067,44.418169
6.655193,44.418165
6.655318,44.418161
6.655444,44.418157
6.655569,44.418153
6.655694,44.418149
6.65582,44.418145
6.655945,44.418141
6.65607,44.418137
6.656196,44.418133
6.656321,44.418129
6.656446,44.418125
6.656572,44.418121
6.656697,44.418117
6.656823,44.418113
6.656948,44.418109
6.657073,44.418105
6.657199,44.418101
6.657324,44.418097
6.657449,44.418093
6.657575,44.418089
6.6577,44.418085
6.657825,44.418081
6.657951,44.418077
6.658076,44.418073
6.658201,44.418069
6.658327,44.418065
6.658452,44.418061
6.658578,44.418057
6.658703,44.418053
6.658828,44.418049
6.658954,44.418045
6.659079,44.418041
6.659204,44.418037
6.65933,44.418033
6.659455,44.418028
6.65958,44.418024
6.659706,44.41802
6.659831,44.418016
6.659956,44.418012
6.660082,44.418008
6.660207,44.418004
6.660333,44.418
6.660458,44.417996
6.660583,44.417992
6.660709,44.417988
6.660834,44.417984
6.660959,44.41798
6.661085,44.417976
6.66121,44.417972
6.661335,44.417968
6.661461,44.417964
6.661586,44.41796
6.661711,44.417956
6.661837,44.417952
6.661962,44.417948
6.662088,44.417944
6.662213,44.41794
6.662338,44.417936
6.662464,44.417932
6.662589,44.417928
6.662714,44.417924
6.66284,44.41792
6.662965,44.417916
6.66309,44.417912
6.663216,44.417908
6.663341,44.417904
6.663466,44.4179
6.663592,44.417896
6.663717,44.417892
6.663843,44.417888
6.663968,44.417884
6.664093,44.41788
6.664219,44.417876
6.664344,44.417872
6.627733,44.418952
6.627859,44.418948
6.627984,44.418944
6.628109,44.41894
6.628235,44.418936
6.62836,44.418932
6.628485,44.418928
6.628611,44.418924
6.628736,44.41892
6.628861,44.418916
6.628987,44.418912
6.629112,44.418908
6.629238,44.418904
6.629363,44.4189
6.629488,44.418896
6.629614,44.418892
6.629739,44.418888
6.629864,44.418884
6.62999,44.41888
6.630115,44.418876
6.63024,44.418872
6.630366,44.418868
6.630491,44.418864
6.630617,44.41886
6.630742,44.418856
6.630867,44.418852
6.630993,44.418848
6.631118,44.418844
6.631243,44.41884
6.631369,44.418836
6.631494,44.418832
6.631619,44.418828
6.631745,44.418824
6.63187,44.41882
6.631996,44.418816
6.632121,44.418812
6.632246,44.418808
6.632372,44.418804
6.632497,44.4188
6.632622,44.418796
6.632748,44.418792
6.632873,44.418788
6.632998,44.418784
6.633124,44.41878
6.633249,44.418776
6.633375,44.418772
6.6335,44.418768
6.633625,44.418764
6.633751,44.41876
6.633876,44.418756
6.634001,44.418752
6.634127,44.418748
6.634252,44.418744
6.634377,44.41874
6.634503,44.418736
6.634628,44.418732
6.634754,44.418728
6.634879,44.418724
6.635004,44.41872
6.63513,44.418716
6.635255,44.418712
6.63538,44.418708
6.635506,44.418704
6.635631,44.4187
6.635756,44.418696
6.635882,44.418692
6.636007,44.418688
6.636133,44.418684
6.636258,44.41868
6.636383,44.418676
6.636509,44.418672
6.636634,44.418668
6.636759,44.418664
6.636885,44.41866
6.63701,44.418656
6.637135,44.418652
6.637261,44.418648
6.637386,44.418644
6.637512,44.41864
6.637637,44.418636
6.637762,44.418632
6.637888,44.418628
6.638013,44.418624
6.638138,44.41862
6.638264,44.418616
6.638389,44.418612
6.638514,44.418608
6.63864,44.418604
6.638765,44.4186
6.63889,44.418596
6.639016,44.418592
6.639141,44.418588
6.639267,44.418584
6.639392,44.41858
6.639517,44.418576
6.639643,44.418572
6.639768,44.418568
6.639893,44.418564
6.640019,44.41856
6.640144,44.418556
6.640269,44.418552
6.640395,44.418548
6.64052,44.418544
6.640646,44.41854
6.640771,44.418536
6.640896,44.418532
6.641022,44.418528
6.641147,44.418524
6.641272,44.41852
6.641398,44.418516
6.641523,44.418512
6.641648,44.418508
6.641774,44.418504
6.641899,44.4185
6.642025,44.418496
6.64215,44.418492
6.642275,44.418488
6.642401,44.418484
6.642526,44.41848
6.642651,44.418476
6.642777,44.418472
6.642902,44.418468
6.643027,44.418464
6.643153,44.41846
6.643278,44.418456
6.643403,44.418452
6.643529,44.418448
6.643654,44.418444
6.64378,44.41844
6.643905,44.418436
6.64403,44.418432
6.644156,44.418428
6.644281,44.418424
6.644406,44.41842
6.644532,44.418416
6.644657,44.418412
6.644782,44.418408
6.644908,44.418404
6.645033,44.4184
6.645159,44.418396
6.645284,44.418392
6.645409,44.418388
6.645535,44.418384
6.64566,44.41838
6.645785,44.418376
6.645911,44.418372
6.646036,44.418368
6.646161,44.418364
6.646287,44.41836
6.646412,44.418356
6.646537,44.418352
6.646663,44.418348
6.646788,44.418344
6.646914,44.41834
6.647039,44.418336
6.647164,44.418332
6.64729,44.418328
6.647415,44.418324
6.64754,44.41832
6.647666,44.418316
6.647791,44.418312
6.647916,44.418308
6.648042,44.418304
6.648167,44.4183
6.648293,44.418296
6.648418,44.418292
6.648543,44.418288
6.648669,44.418284
6.648794,44.41828
6.648919,44.418276
6.649045,44.418272
6.64917,44.418268
6.649295,44.418264
6.649421,44.41826
6.649546,44.418256
6.649671,44.418252
6.649797,44.418248
6.649922,44.418244
6.650048,44.41824
6.650173,44.418236
6.650298,44.418232
6.650424,44.418228
6.650549,44.418224
6.650674,44.41822
6.6508,44.418216
6.650925,44.418212
6.65105,44.418208
6.651176,44.418204
6.651301,44.4182
6.651426,44.418196
6.651552,44.418192
6.651677,44.418188
6.651803,44.418184
6.651928,44.41818
6.652053,44.418176
6.652179,44.418172
6.652304,44.418168
6.652429,44.418164
6.652555,44.41816
6.65268,44.418156
6.652805,44.418152
6.652931,44.418148
6.653056,44.418144
6.653182,44.41814
6.653307,44.418136
6.653432,44.418132
6.653558,44.418128
6.653683,44.418123
6.653808,44.418119
6.653934,44.418115
6.654059,44.418111
6.654184,44.418107
6.65431,44.418103
6.654435,44.418099
6.65456,44.418095
6.654686,44.418091
6.654811,44.418087
6.654937,44.418083
6.655062,44.418079
6.655187,44.418075
6.655313,44.418071
6.655438,44.418067
6.655563,44.418063
6.655689,44.418059
6.655814,44.418055
6.655939,44.418051
6.656065,44.418047
6.65619,44.418043
6.656315,44.418039
6.656441,44.418035
6.656566,44.418031
6.656692,44.418027
6.656817,44.418023
6.656942,44.418019
6.657068,44.418015
6.657193,44.418011
6.657318,44.418007
6.657444,44.418003
6.657569,44.417999
6.657694,44.417995
6.65782,44.417991
6.657945,44.417987
6.65807,44.417983
6.658196,44.417979
6.658321,44.417975
6.658447,44.417971
6.658572,44.417967
6.658697,44.417963
6.658823,44.417959
6.658948,44.417955
6.659073,44.417951
6.659199,44.417947
6.659324,44.417943
6.659449,44.417939
6.659575,44.417935
6.6597,44.417931
6.659825,44.417927
6.659951,44.417923
6.660076,44.417919
6.660202,44.417915
6.660327,44.41791
6.660452,44.417906
6.660578,44.417902
6.660703,44.417898
6.660828,44.417894
6.660954,44.41789
6.661079,44.417886
6.661204,44.417882
6.66133,44.417878
6.661455,44.417874
6.66158,44.41787
6.661706,44.417866
6.661831,44.417862
6.661957,44.417858
6.662082,44.417854
6.662207,44.41785
6.662333,44.417846
6.662458,44.417842
6.662583,44.417838
6.662709,44.417834
6.662834,44.41783
6.662959,44.417826
6.663085,44.417822
6.66321,44.417818
6.663335,44.417814
6.663461,44.41781
6.663586,44.417806
6.663712,44.417802
6.663837,44.417798
6.663962,44.417794
6.664088,44.41779
6.664213,44.417786
6.664338,44.417782
6.627728,44.418862
6.627853,44.418858
6.627978,44.418854
6.628104,44.41885
6.628229,44.418846
6.628354,44.418842
6.62848,44.418838
6.628605,44.418834
6.628731,44.41883
6.628856,44.418826
6.628981,44.418822
6.629107,44.418818
6.629232,44.418814
6.629357,44.41881
6.629483,44.418806
6.629608,44.418802
6.629733,44.418798
6.629859,44.418794
6.629984,44.41879
6.63011,44.418786
6.630235,44.418782
6.63036,44.418778
6.630486,44.418774
6.630611,44.41877
6.630736,44.418766
6.630862,44.418762
6.630987,44.418758
6.631112,44.418754
6.631238,44.41875
6.631363,44.418746
6.631489,44.418742
6.631614,44.418738
6.631739,44.418734
6.631865,44.41873
6.63199,44.418726
6.632115,44.418722
6.632241,44.418718
6.632366,44.418714
6.632491,44.41871
6.632617,44.418706
6.632742,44.418702
6.632868,44.418698
6.632993,44.418694
6.633118,44.41869
6.633244,44.418686
6.633369,44.418682
6.633494,44.418678
6.63362,44.418674
6.633745,44.41867
6.63387,44.418666
6.633996,44.418662
6.634121,44.418658
6.634247,44.418654
6.634372,44.41865
6.634497,44.418646
6.634623,44.418642
6.634748,44.418638
6.634873,44.418634
6.634999,44.41863
6.635124,44.418626
6.635249,44.418622
6.635375,44.418618
6.6355,44.418614
6.635626,44.41861
6.635751,44.418606
6.635876,44.418602
6.636002,44.418598
6.636127,44.418594
6.636252,44.41859
6.636378,44.418586
6.636503,44.418582
6.636628,44.418578
6.636754,44.418574
6.636879,44.41857
6.637004,44.418566
6.63713,44.418562
6.637255,44.418558
6.637381,44.418554
6.637506,44.41855
6.637631,44.418546
6.637757,44.418542
6.637882,44.418538
6.638007,44.418534
6.638133,44.41853
6.638258,44.418526
6.638383,44.418522
6.638509,44.418518
6.638634,44.418514
6.63876,44.41851
6.638885,44.418507
6.63901,44.418503
6.639136,44.418499
6.639261,44.418495
6.639386,44.418491
6.639512,44.418487
6.639637,44.418483
6.639762,44.418479
6.639888,44.418475
6.640013,44.418471
6.640139,44.418467
6.640264,44.418463
6.640389,44.418459
6.640515,44.418454
6.64064,44.41845
6.640765,44.418446
6.640891,44.418442
6.641016,44.418438
6.641141,44.418434
6.641267,44.41843
6.641392,44.418426
6.641517,44.418422
6.641643,44.418418
6.641768,44.418414
6.641894,44.41841
6.642019,44.418406
6.642144,44.418402
6.64227,44.418398
6.642395,44.418394
6.64252,44.41839
6.642646,44.418386
6.642771,44.418382
6.642896,44.418378
6.643022,44.418374
6.643147,44.41837
6.643273,44.418366
6.643398,44.418362
6.643523,44.418358
6.643649,44.418354
6.643774,44.41835
6.643899,44.418346
6.644025,44.418342
6.64415,44.418338
6.644275,44.418334
6.644401,44.41833
6.644526,44.418326
6.644651,44.418322
6.644777,44.418318
6.644902,44.418314
6.645028,44.41831
6.645153,44.418306
6.645278,44.418302
6.645404,44.418298
6.645529,44.418294
6.645654,44.41829
6.64578,44.418286
6.645905,44.418282
6.64603,44.418278
6.646156,44.418274
6.646281,44.41827
6.646407,44.418266
6.646532,44.418262
6.646657,44.418258
6.646783,44.418254
6.646908,44.41825
6.647033,44.418246
6.647159,44.418242
6.647284,44.418238
6.647409,44.418234
6.647535,44.41823
6.64766,44.418226
6.647785,44.418222
6.647911,44.418218
6.648036,44.418214
6.648162,44.41821
6.648287,44.418206
6.648412,44.418202
6.648538,44.418198
6.648663,44.418194
6.648788,44.41819
6.648914,44.418186
6.649039,44.418182
6.649164,44.418178
6.64929,44.418174
6.649415,44.41817
6.649541,44.418166
6.649666,44.418162
6.649791,44.418158
6.649917,44.418154
6.650042,44.41815
6.650167,44.418146
6.650293,44.418142
6.650418,44.418138
6.650543,44.418134
6.650669,44.41813
6.650794,44.418126
6.650919,44.418122
6.651045,44.418118
6.65117,44.418114
6.651296,44.41811
6.651421,44.418106
6.651546,44.418102
6.651672,44.418098
6.651797,44.418094
6.651922,44.41809
6.652048,44.418086
6.652173,44.418082
6.652298,44.418078
6.652424,44.418074
6.652549,44.41807
6.652674,44.418066
6.6528,44.418062
6.652925,44.418058
6.653051,44.418054
6.653176,44.41805
6.653301,44.418046
6.653427,44.418042
6.653552,44.418038
6.653677,44.418034
6.653803,44.41803
6.653928,44.418026
6.654053,44.418022
6.654179,44.418018
6.654304,44.418014
6.654429,44.41801
6.654555,44.418006
6.65468,44.418002
6.654806,44.417998
6.654931,44.417993
6.655056,44.417989
6.655182,44.417985
6.655307,44.417981
6.655432,44.417977
6.655558,44.417973
6.655683,44.417969
6.655808,44.417965
6.655934,44.417961
6.656059,44.417957
6.656185,44.417953
6.65631,44.417949
6.656435,44.417945
6.656561,44.417941
6.656686,44.417937
6.656811,44.417933
6.656937,44.417929
6.657062,44.417925
6.657187,44.417921
6.657313,44.417917
6.657438,44.417913
6.657563,44.417909
6.657689,44.417905
6.657814,44.417901
6.65794,44.417897
6.658065,44.417893
6.65819,44.417889
6.658316,44.417885
6.658441,44.417881
6.658566,44.417877
6.658692,44.417873
6.658817,44.417869
6.658942,44.417865
6.659068,44.417861
6.659193,44.417857
6.659318,44.417853
6.659444,44.417849
6.659569,44.417845
6.659695,44.417841
6.65982,44.417837
6.659945,44.417833
6.660071,44.417829
6.660196,44.417825
6.660321,44.417821
6.660447,44.417817
6.660572,44.417813
6.660697,44.417809
6.660823,44.417805
6.660948,44.417801
6.661073,44.417797
6.661199,44.417792
6.661324,44.417788
6.661449,44.417784
6.661575,44.41778
6.6617,44.417776
6.661826,44.417772
6.661951,44.417768
6.662076,44.417764
6.662202,44.41776
6.662327,44.417756
6.662452,44.417752
6.662578,44.417748
6.662703,44.417744
6.662828,44.41774
6.662954,44.417736
6.663079,44.417732
6.663204,44.417728
6.66333,44.417724
6.663455,44.41772
6.663581,44.417716
6.663706,44.417712
6.663831,44.417708
6.663957,44.417704
6.664082,44.4177
6.664207,44.417696
6.664333,44.417692
6.627722,44.418772
6.627847,44.418768
6.627973,44.418764
6.628098,44.41876
6.628224,44.418756
6.628349,44.418752
6.628474,44.418748
6.6286,44.418744
6.628725,44.41874
6.62885,44.418736
6.628976,44.418732
6.629101,44.418728
6.629226,44.418724
6.629352,44.41872
6.629477,44.418716
6.629603,44.418712
6.629728,44.418708
6.629853,44.418704
6.629979,44.4187
6.630104,44.418696
6.630229,44.418692
6.630355,44.418688
6.63048,44.418684
6.630605,44.41868
6.630731,44.418676
6.630856,44.418672
6.630982,44.418668
6.631107,44.418664
6.631232,44.41866
6.631358,44.418656
6.631483,44.418652
6.631608,44.418648
6.631734,44.418644
6.631859,44.41864
6.631984,44.418636
6.63211,44.418632
6.632235,44.418628
6.632361,44.418624
6.632486,44.41862
6.632611,44.418616
6.632737,44.418612
6.632862,44.418608
6.632987,44.418604
6.633113,44.4186
6.633238,44.418596
6.633363,44.418592
6.633489,44.418588
6.633614,44.418584
6.63374,44.418581
6.633865,44.418577
6.63399,44.418573
6.634116,44.418569
6.634241,44.418565
6.634366,44.418561
6.634492,44.418557
6.634617,44.418553
6.634742,44.418549
6.634868,44.418545
6.634993,44.418541
6.635118,44.418537
6.635244,44.418533
6.635369,44.418529
6.635495,44.418525
6.63562,44.418521
6.635745,44.418517
6.635871,44.418513
6.635996,44.418509
6.636121,44.418505
6.636247,44.418501
6.636372,44.418497
6.636497,44.418493
6.636623,44.418489
