id,Lat,Lon,cluster
255,6.659766,44.420989,0
256,6.659891,44.420985,0
257,6.660016,44.420981,0
258,6.660142,44.420977,0
259,6.660267,44.420973,0
260,6.660392,44.420969,0
261,6.660518,44.420965,0
262,6.660643,44.420961,0
263,6.660768,44.420957,0
264,6.660894,44.420953,0
265,6.661019,44.420949,0
266,6.661145,44.420945,0
267,6.66127,44.420941,0
268,6.661395,44.420937,0
269,6.661521,44.420933,0
270,6.661646,44.420929,0
271,6.661771,44.420925,0
272,6.661897,44.420921,0
273,6.662022,44.420917,0
274,6.662147,44.420913,0
275,6.662273,44.420909,0
276,6.662398,44.420905,0
277,6.662524,44.420901,0
278,6.662649,44.420897,0
279,6.662774,44.420893,0
280,6.6629,44.420889,0
281,6.663025,44.420885,0
282,6.66315,44.420881,0
283,6.663276,44.420877,0
284,6.663401,44.420873,0
285,6.663526,44.420869,0
286,6.663652,44.420865,0
287,6.663777,44.420861,0
288,6.663903,44.420857,0
289,6.664028,44.420852,0
290,6.664153,44.420848,0
291,6.664279,44.420844,0
292,6.664404,44.42084,0
294,6.627917,44.421917,0
295,6.628042,44.421913,0
296,6.628168,44.421909,0
297,6.628293,44.421905,0
298,6.628418,44.421901,0
299,6.628544,44.421897,0
300,6.628669,44.421893,0
301,6.628794,44.421889,0
302,6.62892,44.421885,0
303,6.629045,44.421881,0
304,6.629171,44.421877,0
305,6.629296,44.421873,0
306,6.629421,44.421869,0
307,6.629547,44.421865,0
308,6.629672,44.421861,0
309,6.629797,44.421857,0
310,6.629923,44.421853,0
311,6.630048,44.421849,0
312,6.630173,44.421845,0
313,6.630299,44.421841,0
314,6.630424,44.421837,0
315,6.63055,44.421833,0
316,6.630675,44.421829,0
317,6.6308,44.421825,0
318,6.630926,44.421821,0
319,6.631051,44.421817,0
320,6.631176,44.421813,0
321,6.631302,44.421809,0
322,6.631427,44.421805,0
323,6.631553,44.421801,0
324,6.631678,44.421797,0
325,6.631803,44.421793,0
326,6.631929,44.421789,0
327,6.632054,44.421785,0
328,6.632179,44.421781,0
329,6.632305,44.421777,0
330,6.63243,44.421773,0
331,6.632555,44.421769,0
332,6.632681,44.421765,0
333,6.632806,44.421761,0
334,6.632932,44.421757,0
335,6.633057,44.421753,0
336,6.633182,44.421749,0
337,6.633308,44.421745,0
338,6.633433,44.421741,0
339,6.633558,44.421737,0
340,6.633684,44.421733,0
341,6.633809,44.421729,0
342,6.633935,44.421725,0
343,6.63406,44.421721,0
344,6.634185,44.421717,0
345,6.634311,44.421713,0
346,6.634436,44.421709,0
347,6.634561,44.421705,0
348,6.634687,44.421701,0
349,6.634812,44.421697,0
350,6.634937,44.421693,0
351,6.635063,44.421689,0
352,6.635188,44.421685,0
353,6.635314,44.421681,0
354,6.635439,44.421677,0
355,6.635564,44.421673,0
356,6.63569,44.421669,0
357,6.635815,44.421665,0
358,6.63594,44.421661,0
359,6.636066,44.421657,0
360,6.636191,44.421653,0
361,6.636317,44.421649,0
362,6.636442,44.421645,0
363,6.636567,44.421641,0
364,6.636693,44.421637,0
365,6.636818,44.421633,0
366,6.636943,44.421629,0
367,6.637069,44.421625,0
368,6.637194,44.421621,0
369,6.637319,44.421617,0
370,6.637445,44.421613,0
371,6.63757,44.421609,0
372,6.637696,44.421605,0
373,6.637821,44.421601,0
374,6.637946,44.421597,0
375,6.638072,44.421593,0
376,6.638197,44.421589,0
377,6.638322,44.421585,0
378,6.638448,44.421581,0
379,6.638573,44.421577,0
380,6.638699,44.421573,0
381,6.638824,44.421569,0
382,6.638949,44.421565,0
383,6.639075,44.421561,0
384,6.6392,44.421557,0
385,6.639325,44.421553,0
386,6.639451,44.421549,0
387,6.639576,44.421545,0
388,6.639701,44.421541,0
389,6.639827,44.421537,0
390,6.639952,44.421533,0
391,6.640078,44.421529,0
392,6.640203,44.421525,0
393,6.640328,44.421521,0
394,6.640454,44.421517,0
395,6.640579,44.421513,0
396,6.640704,44.421509,0
397,6.64083,44.421505,0
398,6.640955,44.421501,0
399,6.641081,44.421497,0
400,6.641206,44.421493,0
401,6.641331,44.421489,0
402,6.641457,44.421485,0
403,6.641582,44.421481,0
404,6.641707,44.421477,0
405,6.641833,44.421473,0
406,6.641958,44.421469,0
407,6.642083,44.421465,0
408,6.642209,44.421461,0
409,6.642334,44.421457,0
410,6.64246,44.421453,0
411,6.642585,44.421449,0
412,6.64271,44.421445,0
413,6.642836,44.421441,0
414,6.642961,44.421437,0
415,6.643086,44.421433,0
416,6.643212,44.421429,0
417,6.643337,44.421425,0
418,6.643462,44.421421,0
419,6.643588,44.421417,0
420,6.643713,44.421413,0
421,6.643839,44.421409,0
422,6.643964,44.421405,0
423,6.644089,44.421401,0
424,6.644215,44.421397,0
425,6.64434,44.421393,0
426,6.644465,44.421389,0
427,6.644591,44.421385,0
428,6.644716,44.421381,0
429,6.644842,44.421377,0
430,6.644967,44.421373,0
431,6.645092,44.421369,0
432,6.645218,44.421365,0
433,6.645343,44.421361,0
434,6.645468,44.421357,0
435,6.645594,44.421353,0
436,6.645719,44.421349,0
437,6.645844,44.421345,0
438,6.64597,44.421341,0
439,6.646095,44.421337,0
440,6.646221,44.421333,0
441,6.646346,44.421329,0
442,6.646471,44.421325,0
443,6.646597,44.421321,0
444,6.646722,44.421317,0
445,6.646847,44.421313,0
446,6.646973,44.421309,0
447,6.647098,44.421305,0
448,6.647223,44.421301,0
449,6.647349,44.421297,0
450,6.647474,44.421293,0
451,6.6476,44.421289,0
452,6.647725,44.421285,0
453,6.64785,44.421281,0
454,6.647976,44.421277,0
455,6.648101,44.421273,0
456,6.648226,44.421269,0
457,6.648352,44.421265,0
458,6.648477,44.421261,0
459,6.648603,44.421257,0
460,6.648728,44.421253,0
461,6.648853,44.421249,0
462,6.648979,44.421245,0
463,6.649104,44.421241,0
464,6.649229,44.421237,0
465,6.649355,44.421233,0
466,6.64948,44.421229,0
467,6.649605,44.421225,0
468,6.649731,44.421221,0
469,6.649856,44.421217,0
470,6.649982,44.421213,0
471,6.650107,44.421209,0
472,6.650232,44.421205,0
473,6.650358,44.421201,0
474,6.650483,44.421197,0
475,6.650608,44.421193,0
476,6.650734,44.421189,0
477,6.650859,44.421185,0
478,6.650984,44.421181,0
479,6.65111,44.421177,0
480,6.651235,44.421173,0
481,6.651361,44.421169,0
482,6.651486,44.421165,0
483,6.651611,44.421161,0
484,6.651737,44.421157,0
485,6.651862,44.421153,0
486,6.651987,44.421149,0
487,6.652113,44.421145,0
488,6.652238,44.421141,0
489,6.652363,44.421137,0
490,6.652489,44.421133,0
491,6.652614,44.421129,0
492,6.65274,44.421125,0
493,6.652865,44.421121,0
494,6.65299,44.421116,0
495,6.653116,44.421112,0
496,6.653241,44.421108,0
497,6.653366,44.421104,0
498,6.653492,44.4211,0
499,6.653617,44.421096,0
500,6.653742,44.421092,0
501,6.653868,44.421088,0
502,6.653993,44.421084,0
503,6.654119,44.42108,0
504,6.654244,44.421076,0
505,6.654369,44.421072,0
506,6.654495,44.421068,0
507,6.65462,44.421064,0
508,6.654745,44.42106,0
509,6.654871,44.421056,0
510,6.654996,44.421052,0
511,6.655121,44.421048,0
512,6.655247,44.421044,0
513,6.655372,44.42104,0
514,6.655498,44.421036,0
515,6.655623,44.421032,0
516,6.655748,44.421028,0
517,6.655874,44.421024,0
518,6.655999,44.42102,0
519,6.656124,44.421016,0
520,6.65625,44.421012,0
521,6.656375,44.421008,0
522,6.6565,44.421004,0
523,6.656626,44.421,0
524,6.656751,44.420996,0
525,6.656877,44.420992,0
526,6.657002,44.420988,0
527,6.657127,44.420984,0
528,6.657253,44.42098,0
529,6.657378,44.420976,0
530,6.657503,44.420972,0
531,6.657629,44.420968,0
532,6.657754,44.420964,0
533,6.65788,44.42096,0
534,6.658005,44.420956,0
535,6.65813,44.420952,0
536,6.658256,44.420948,0
537,6.658381,44.420944,0
538,6.658506,44.42094,0
539,6.658632,44.420936,0
540,6.658757,44.420932,0
541,6.658882,44.420928,0
542,6.659008,44.420924,0
543,6.659133,44.42092,0
544,6.659258,44.420916,0
545,6.659384,44.420912,0
546,6.659509,44.420908,0
547,6.659635,44.420904,0
548,6.65976,44.420899,0
549,6.659885,44.420895,0
550,6.660011,44.420891,0
551,6.660136,44.420887,0
552,6.660261,44.420883,0
553,6.660387,44.420879,0
554,6.660512,44.420875,0
555,6.660637,44.420871,0
556,6.660763,44.420867,0
557,6.660888,44.420863,0
558,6.661014,44.420859,0
559,6.661139,44.420855,0
560,6.661264,44.420851,0
561,6.66139,44.420847,0
562,6.661515,44.420843,0
563,6.66164,44.420839,0
564,6.661766,44.420835,0
565,6.661891,44.420831,0
566,6.662016,44.420827,0
567,6.662142,44.420823,0
568,6.662267,44.420819,0
569,6.662393,44.420815,0
570,6.662518,44.420811,0
571,6.662643,44.420807,0
572,6.662769,44.420803,0
573,6.662894,44.420799,0
574,6.663019,44.420795,0
575,6.663145,44.420791,0
576,6.66327,44.420787,0
577,6.663395,44.420783,0
578,6.663521,44.420779,0
579,6.663646,44.420775,0
580,6.663772,44.420771,0
581,6.663897,44.420767,0
582,6.664022,44.420763,0
583,6.664148,44.420759,0
584,6.664273,44.420755,0
585,6.664398,44.420751,0
587,6.627911,44.421827,0
588,6.628037,44.421823,0
589,6.628162,44.421819,0
590,6.628287,44.421815,0
591,6.628413,44.421811,0
592,6.628538,44.421807,0
593,6.628663,44.421803,0
594,6.628789,44.421799,0
595,6.628914,44.421795,0
596,6.62904,44.421791,0
597,6.629165,44.421787,0
598,6.62929,44.421783,0
599,6.629416,44.421779,0
600,6.629541,44.421775,0
601,6.629666,44.421771,0
602,6.629792,44.421767,0
603,6.629917,44.421763,0
604,6.630043,44.421759,0
605,6.630168,44.421755,0
606,6.630293,44.421751,0
607,6.630419,44.421747,0
608,6.630544,44.421743,0
609,6.630669,44.421739,0
610,6.630795,44.421735,0
611,6.63092,44.421731,0
612,6.631045,44.421727,0
613,6.631171,44.421723,0
614,6.631296,44.421719,0
615,6.631422,44.421715,0
616,6.631547,44.421711,0
617,6.631672,44.421707,0
618,6.631798,44.421703,0
619,6.631923,44.421699,0
620,6.632048,44.421695,0
621,6.632174,44.421691,0
622,6.632299,44.421687,0
623,6.632425,44.421683,0
624,6.63255,44.421679,0
625,6.632675,44.421675,0
626,6.632801,44.421671,0
627,6.632926,44.421667,0
628,6.633051,44.421663,0
629,6.633177,44.421659,0
630,6.633302,44.421655,0
631,6.633427,44.421651,0
632,6.633553,44.421647,0
633,6.633678,44.421643,0
634,6.633804,44.421639,0
635,6.633929,44.421635,0
636,6.634054,44.421631,0
637,6.63418,44.421627,0
638,6.634305,44.421623,0
639,6.63443,44.421619,0
640,6.634556,44.421615,0
641,6.634681,44.421611,0
642,6.634807,44.421607,0
643,6.634932,44.421603,0
644,6.635057,44.421599,0
645,6.635183,44.421595,0
646,6.635308,44.421591,0
647,6.635433,44.421587,0
648,6.635559,44.421583,0
649,6.635684,44.421579,0
650,6.635809,44.421575,0
651,6.635935,44.421571,0
652,6.63606,44.421567,0
653,6.636186,44.421563,0
654,6.636311,44.421559,0
655,6.636436,44.421555,0
656,6.636562,44.421551,0
657,6.636687,44.421547,0
658,6.636812,44.421543,0
659,6.636938,44.421539,0
660,6.637063,44.421535,0
661,6.637189,44.421531,0
662,6.637314,44.421527,0
663,6.637439,44.421523,0
664,6.637565,44.421519,0
665,6.63769,44.421515,0
666,6.637815,44.421511,0
667,6.637941,44.421507,0
668,6.638066,44.421503,0
669,6.638191,44.421499,0
670,6.638317,44.421495,0
671,6.638442,44.421491,0
672,6.638568,44.421487,0
673,6.638693,44.421483,0
674,6.638818,44.421479,0
675,6.638944,44.421475,0
676,6.639069,44.421471,0
677,6.639194,44.421467,0
678,6.63932,44.421463,0
679,6.639445,44.421459,0
680,6.639571,44.421455,0
681,6.639696,44.421451,0
682,6.639821,44.421447,0
683,6.639947,44.421443,0
684,6.640072,44.421439,0
685,6.640197,44.421435,0
686,6.640323,44.421431,0
687,6.640448,44.421427,0
688,6.640573,44.421423,0
689,6.640699,44.421419,0
690,6.640824,44.421415,0
691,6.64095,44.421411,0
692,6.641075,44.421407,0
693,6.6412,44.421403,0
694,6.641326,44.421399,0
695,6.641451,44.421395,0
696,6.641576,44.421391,0
697,6.641702,44.421387,0
698,6.641827,44.421383,0
699,6.641953,44.421379,0
700,6.642078,44.421375,0
701,6.642203,44.421371,0
702,6.642329,44.421367,0
703,6.642454,44.421363,0
704,6.642579,44.421359,0
705,6.642705,44.421355,0
706,6.64283,44.421351,0
707,6.642955,44.421347,0
708,6.643081,44.421343,0
709,6.643206,44.421339,0
710,6.643332,44.421335,0
711,6.643457,44.421331,0
712,6.643582,44.421327,0
713,6.643708,44.421323,0
714,6.643833,44.421319,0
715,6.643958,44.421315,0
716,6.644084,44.421311,0
717,6.644209,44.421307,0
718,6.644334,44.421303,0
719,6.64446,44.421299,0
720,6.644585,44.421295,0
721,6.644711,44.421291,0
722,6.644836,44.421287,0
723,6.644961,44.421283,0
724,6.645087,44.421279,0
725,6.645212,44.421275,0
726,6.645337,44.421271,0
727,6.645463,44.421267,0
728,6.645588,44.421263,0
729,6.645714,44.421259,0
730,6.645839,44.421255,0
731,6.645964,44.421251,0
732,6.64609,44.421247,0
733,6.646215,44.421243,0
734,6.64634,44.421239,0
735,6.646466,44.421235,0
736,6.646591,44.421231,0
737,6.646716,44.421227,0
738,6.646842,44.421223,0
739,6.646967,44.421219,0
740,6.647093,44.421215,0
741,6.647218,44.421211,0
742,6.647343,44.421207,0
743,6.647469,44.421203,0
744,6.647594,44.421199,0
745,6.647719,44.421195,0
746,6.647845,44.421191,0
747,6.64797,44.421187,0
748,6.648095,44.421183,0
749,6.648221,44.421179,0
750,6.648346,44.421175,0
751,6.648472,44.421171,0
752,6.648597,44.421167,0
753,6.648722,44.421163,0
754,6.648848,44.421159,0
755,6.648973,44.421155,0
756,6.649098,44.421151,0
757,6.649224,44.421147,0
758,6.649349,44.421143,0
759,6.649474,44.421139,0
760,6.6496,44.421135,0
761,6.649725,44.421131,0
762,6.649851,44.421127,0
763,6.649976,44.421123,0
764,6.650101,44.421119,0
765,6.650227,44.421115,0
766,6.650352,44.421111,0
767,6.650477,44.421107,0
768,6.650603,44.421103,0
769,6.650728,44.421099,0
770,6.650853,44.421095,0
771,6.650979,44.421091,0
772,6.651104,44.421087,0
773,6.65123,44.421083,0
774,6.651355,44.421079,-1
775,6.65148,44.421075,0
776,6.651606,44.421071,0
777,6.651731,44.421067,0
778,6.651856,44.421063,0
779,6.651982,44.421059,0
780,6.652107,44.421055,0
781,6.652233,44.421051,0
782,6.652358,44.421047,0
783,6.652483,44.421043,0
784,6.652609,44.421039,0
785,6.652734,44.421035,0
786,6.652859,44.421031,0
787,6.652985,44.421027,0
788,6.65311,44.421023,0
789,6.653235,44.421019,0
790,6.653361,44.421015,0
791,6.653486,44.421011,0
792,6.653612,44.421007,0
793,6.653737,44.421003,0
794,6.653862,44.420999,0
795,6.653988,44.420995,0
796,6.654113,44.420991,0
797,6.654238,44.420986,0
798,6.654364,44.420982,0
799,6.654489,44.420978,0
800,6.654614,44.420974,0
801,6.65474,44.42097,0
802,6.654865,44.420966,0
803,6.654991,44.420962,0
804,6.655116,44.420958,0
805,6.655241,44.420954,0
806,6.655367,44.42095,0
807,6.655492,44.420946,0
808,6.655617,44.420942,0
809,6.655743,44.420938,0
810,6.655868,44.420934,0
811,6.655993,44.42093,0
812,6.656119,44.420926,0
813,6.656244,44.420922,0
814,6.65637,44.420918,0
815,6.656495,44.420914,0
816,6.65662,44.42091,0
817,6.656746,44.420906,0
818,6.656871,44.420902,0
819,6.656996,44.420898,0
820,6.657122,44.420894,0
821,6.657247,44.42089,0
822,6.657372,44.420886,0
823,6.657498,44.420882,0
824,6.657623,44.420878,0
825,6.657749,44.420874,0
826,6.657874,44.42087,0
827,6.657999,44.420866,0
828,6.658125,44.420862,0
829,6.65825,44.420858,0
830,6.658375,44.420854,0
831,6.658501,44.42085,0
832,6.658626,44.420846,0
833,6.658751,44.420842,0
834,6.658877,44.420838,0
835,6.659002,44.420834,0
836,6.659128,44.42083,0
837,6.659253,44.420826,0
838,6.659378,44.420822,0
839,6.659504,44.420818,0
840,6.659629,44.420814,0
841,6.659754,44.42081,0
842,6.65988,44.420806,0
843,6.660005,44.420802,0
844,6.66013,44.420798,0
845,6.660256,44.420794,0
846,6.660381,44.42079,0
847,6.660507,44.420786,0
848,6.660632,44.420781,0
849,6.660757,44.420777,0
850,6.660883,44.420773,0
851,6.661008,44.420769,0
852,6.661133,44.420765,0
853,6.661259,44.420761,0
854,6.661384,44.420757,0
855,6.661509,44.420753,0
856,6.661635,44.420749,0
857,6.66176,44.420745,0
858,6.661886,44.420741,0
859,6.662011,44.420737,0
860,6.662136,44.420733,0
861,6.662262,44.420729,0
862,6.662387,44.420725,0
863,6.662512,44.420721,0
864,6.662638,44.420717,0
865,6.662763,44.420713,0
866,6.662888,44.420709,-1
867,6.663014,44.420705,-1
868,6.663139,44.420701,0
869,6.663265,44.420697,0
870,6.66339,44.420693,0
871,6.663515,44.420689,0
872,6.663641,44.420685,0
873,6.663766,44.420681,0
874,6.663891,44.420677,0
875,6.664017,44.420673,0
876,6.664142,44.420669,0
877,6.664267,44.420665,0
878,6.664393,44.420661,0
880,6.627906,44.421737,0
881,6.628031,44.421733,0
882,6.628156,44.421729,0
883,6.628282,44.421725,0
884,6.628407,44.421721,0
885,6.628533,44.421717,0
886,6.628658,44.421713,0
887,6.628783,44.421709,0
888,6.628909,44.421705,0
889,6.629034,44.421701,0
890,6.629159,44.421697,0
891,6.629285,44.421693,0
892,6.62941,44.421689,0
893,6.629535,44.421685,0
894,6.629661,44.421681,0
895,6.629786,44.421677,0
896,6.629912,44.421673,0
897,6.630037,44.421669,0
898,6.630162,44.421665,0
899,6.630288,44.421661,0
900,6.630413,44.421657,0
901,6.630538,44.421653,0
902,6.630664,44.421649,0
903,6.630789,44.421645,0
904,6.630915,44.421641,0
905,6.63104,44.421637,0
906,6.631165,44.421633,0
907,6.631291,44.421629,0
908,6.631416,44.421625,0
909,6.631541,44.421621,0
910,6.631667,44.421617,0
911,6.631792,44.421613,0
912,6.631918,44.421609,0
913,6.632043,44.421605,0
914,6.632168,44.421601,0
915,6.632294,44.421597,0
916,6.632419,44.421593,0
917,6.632544,44.421589,0
918,6.63267,44.421585,0
919,6.632795,44.421581,0
920,6.63292,44.421577,0
921,6.633046,44.421573,0
922,6.633171,44.421569,0
923,6.633297,44.421565,0
924,6.633422,44.421561,-1
925,6.633547,44.421557,0
926,6.633673,44.421553,0
927,6.633798,44.421549,0
928,6.633923,44.421545,0
929,6.634049,44.421541,0
930,6.634174,44.421537,0
931,6.6343,44.421533,0
932,6.634425,44.421529,0
933,6.63455,44.421525,0
934,6.634676,44.421521,0
935,6.634801,44.421517,0
936,6.634926,44.421514,0
937,6.635052,44.42151,0
938,6.635177,44.421506,-1
939,6.635302,44.421502,-1
940,6.635428,44.421498,0
941,6.635553,44.421494,0
942,6.635679,44.42149,0
943,6.635804,44.421486,0
944,6.635929,44.421482,0
945,6.636055,44.421478,0
946,6.63618,44.421474,0
947,6.636305,44.42147,0
948,6.636431,44.421466,0
949,6.636556,44.421462,0
950,6.636681,44.421458,0
951,6.636807,44.421454,0
952,6.636932,44.42145,0
953,6.637058,44.421446,0
954,6.637183,44.421442,0
955,6.637308,44.421438,0
956,6.637434,44.421434,0
957,6.637559,44.42143,0
958,6.637684,44.421426,0
959,6.63781,44.421422,0
960,6.637935,44.421418,0
961,6.638061,44.421414,0
962,6.638186,44.42141,0
963,6.638311,44.421406,0
964,6.638437,44.421402,0
965,6.638562,44.421398,0
966,6.638687,44.421394,0
967,6.638813,44.42139,0
968,6.638938,44.421386,0
969,6.639063,44.421382,0
970,6.639189,44.421378,0
971,6.639314,44.421374,0
972,6.63944,44.42137,0
973,6.639565,44.421366,0
974,6.63969,44.421362,0
975,6.639816,44.421358,0
976,6.639941,44.421354,0
977,6.640066,44.42135,0
978,6.640192,44.421346,0
979,6.640317,44.421342,0
980,6.640443,44.421338,0
981,6.640568,44.421334,0
982,6.640693,44.42133,0
983,6.640819,44.421326,0
984,6.640944,44.421322,0
985,6.641069,44.421318,0
986,6.641195,44.421314,0
987,6.64132,44.42131,0
988,6.641445,44.421306,0
989,6.641571,44.421302,0
990,6.641696,44.421298,0
991,6.641822,44.421294,0
992,6.641947,44.42129,0
993,6.642072,44.421286,0
994,6.642198,44.421282,0
995,6.642323,44.421278,0
996,6.642448,44.421274,0
997,6.642574,44.42127,0
998,6.642699,44.421266,0
999,6.642824,44.421262,0
